date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace
2016-06-20,Pool Swimming,False,Lap Swimming,"1,625",288,00:34:50,0,0,0.0,0,0,1:51,0:53,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,606,38,23,0,0,34:50,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:01:51,0 days 00:01:51
2016-06-20,Indoor Cycling,False,Indoor Cycling,25.04,"1,024",01:30:00,150,178,3.8,178,202,16.7,21.4,10,7,2.52,0.0,0.0,0,0,89,101,220,46% L / 54% R,124.9,264,190,292,0.0,0.0,7996,0,0,0,0,1:30:00,0:00,73.4,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-06-21,Indoor Cycling,False,Indoor Cycling,32.89,"1,381",02:00:31,150,175,3.7,180,220,16.4,23.2,7,0,2.44,0.0,0.0,0,0,90,110,202,46% L / 54% R,141.9,206,192,475,0.0,0.0,10824,0,0,0,0,2:00:31,0:00,80.6,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-06-21,Pool Swimming,False,Lap Swimming,"2,000",355,00:42:33,0,0,0.0,0,0,1:53,1:20,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,780,39,23,0,0,42:33,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:01:53,0 days 00:01:53
2016-06-22,Running,False,San Antonio Running,10.10,"1,242",01:34:45,154,168,3.5,160,177,9:23,8:00,322,348,1.07,9.9,10.7,274,49.4% L / 50.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:34:45,0:00,80.6,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:09:23,0 days 00:09:23
2016-06-23,Pool Swimming,False,Lap Swimming,"2,000",355,00:43:24,0,0,0.0,0,0,1:53,1:16,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,762,39,23,0,0,43:24,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:01:53,0 days 00:01:53
2016-06-23,Indoor Cycling,False,Indoor Cycling,16.58,533,01:00:00,127,175,2.1,180,216,16.6,28.1,3,0,2.47,0.0,0.0,0,0,90,108,189,46% L / 54% R,52.7,178,150,580,0.0,0.0,5395,0,0,0,0,1:00:00,0:00,73.4,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-06-24,Pool Swimming,False,Lap Swimming,"2,500",470,00:54:13,0,0,0.0,0,0,1:46,1:20,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,968,37,23,0,0,54:13,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:01:46,0 days 00:01:46
2016-06-24,Treadmill Running,False,Treadmill Running,1.91,236,00:21:39,140,161,2.3,142,181,11:20,7:54,10,3,1.0,8.9,9.5,278,50.5% L / 49.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,21:39,0:00,78.8,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:11:20,0 days 00:11:20
2016-06-25,Cycling,False,Helotes Cycling,48.83,"2,035",02:46:26,139,172,3.1,0,0,17.6,42.1,"2,474","2,487",0.0,0.0,0.0,0,0,86,121,226,46% L / 54% R,209.2,219,204,781,0.0,0.0,13884,0,0,0,0,2:46:26,0:00,77.0,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-06-27,Pool Swimming,False,Lap Swimming,"2,000",350,00:40:57,0,0,0.0,0,0,1:50,1:11,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,718,38,22,0,0,40:57,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:01:50,0 days 00:01:50
2016-06-27,Indoor Cycling,False,Indoor Cycling,17.58,792,01:00:01,147,171,3.5,177,210,17.6,21.3,0,10,2.67,0.0,0.0,0,0,88,105,242,47% L / 53% R,86.0,266,221,322,0.0,0.0,5298,0,0,0,0,1:00:01,0:00,73.4,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-06-28,Pool Swimming,False,Lap Swimming,"2,600",480,00:54:21,0,0,0.0,0,0,1:51,1:06,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,990,38,22,0,0,54:21,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:01:51,0 days 00:01:51
2016-06-28,Indoor Cycling,False,Indoor Cycling,17.88,724,01:02:13,138,164,2.7,171,206,17.2,24.2,7,3,2.71,0.0,0.0,0,0,85,103,214,47% L / 53% R,69.7,211,195,524,0.0,0.0,5305,0,0,0,0,1:02:13,0:00,73.4,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-06-28,Running,False,San Antonio Running,2.42,248,00:19:25,156,165,2.4,169,177,8:02,6:43,75,69,3.69,8.9,9.4,275,50.2% L / 49.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,19:25,0:00,77.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:02,0 days 00:08:02
2016-06-29,Running,False,San Antonio Running,11.54,"1,331",01:40:58,157,169,3.8,162,174,8:45,7:20,371,404,1.14,9.5,10.6,272,49.9% L / 50.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:40:58,0:00,75.2,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:45,0 days 00:08:45
2016-06-29,Pool Swimming,False,Lap Swimming,"2,425",440,00:52:04,0,0,0.0,0,0,1:46,1:08,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,899,37,23,0,0,52:04,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:01:46,0 days 00:01:46
2016-06-30,Cycling,False,West Bloomfield Cycling,25.82,"1,159",01:40:48,151,183,3.6,0,0,15.4,25.8,951,"1,033",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:40:48,0:00,68.0,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-07-01,Open Water Swimming,False,West Bloomfield Open Water Swimming,"2,143",426,00:41:03,0,0,0.0,0,0,1:55,0:51,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1147,46,27,0,0,41:03,0:00,75.2,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:01:55,0 days 00:01:55
2016-07-02,Cycling,False,Commerce Township Cycling,42.47,"2,568",02:49:45,0,0,0.0,0,0,15.0,30.6,"1,732","1,755",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2:49:45,0:00,60.8,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-07-04,Running,False,West Bloomfield Running,4.12,471,00:40:31,141,153,2.3,161,255,9:50,7:19,98,59,1.02,11.1,10.3,277,49.8% L / 50.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,40:31,0:00,71.6,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:09:50,0 days 00:09:50
2016-07-05,Pool Swimming,False,Lap Swimming,"3,000",542,01:18:38,0,0,0.0,0,0,1:46,0:41,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1094,37,23,0,0,1:18:38,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:01:46,0 days 00:01:46
2016-07-05,Indoor Cycling,False,Indoor Cycling,17.34,761,01:00:01,148,168,3.6,173,214,17.3,22.0,3,7,2.69,0.0,0.0,0,0,87,107,234,47% L / 53% R,80.4,260,212,312,0.0,0.0,5196,0,0,0,0,1:00:01,0:00,73.4,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-07-05,Running,False,San Antonio Running,2.20,282,00:19:49,158,166,2.9,167,176,9:00,7:29,82,72,1.07,9.4,10.0,265,51.2% L / 48.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,19:49,0:00,78.8,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:09:00,0 days 00:09:00
2016-07-06,Running,False,San Antonio Running,7.21,844,01:06:42,148,165,3.3,157,172,9:15,7:46,295,312,1.11,9.7,10.7,282,49.7% L / 50.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:06:42,0:00,82.4,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:09:15,0 days 00:09:15
2016-07-06,Pool Swimming,False,Lap Swimming,"2,600",485,00:58:20,0,0,0.0,0,0,1:48,1:12,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1031,38,24,0,0,58:20,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:01:48,0 days 00:01:48
2016-07-07,Indoor Cycling,False,Indoor Cycling,0.00,756,01:07:07,135,158,2.8,174,210,0,0,0,0,0.0,0.0,0.0,0,0,87,105,200,47% L / 53% R,65.9,204,189,385,0.0,0.0,5853,0,0,0,0,1:07:07,0:00,73.4,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-07-07,Treadmill Running,False,Treadmill Running,3.43,396,00:31:04,146,162,2.9,166,200,9:04,7:59,7,0,1.07,8.8,9.5,273,50.2% L / 49.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,31:04,0:00,80.6,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:09:04,0 days 00:09:04
2016-07-08,Running,False,San Antonio Running,4.45,508,00:39:38,149,163,3.0,162,172,8:54,7:41,164,174,1.12,9.5,10.5,271,50.1% L / 49.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,39:38,0:00,80.6,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:54,0 days 00:08:54
2016-07-08,Pool Swimming,False,Lap Swimming,"2,750",517,00:57:58,0,0,0.0,0,0,1:44,1:16,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1089,37,25,0,0,57:58,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:01:44,0 days 00:01:44
2016-07-09,Cycling,False,San Antonio Cycling,70.05,"2,797",03:47:56,143,166,3.5,0,0,18.4,39.4,"2,615","2,556",0.0,0.0,0.0,0,0,90,118,220,45% L / 55% R,272.1,217,205,795,0.0,0.0,19918,0,0,0,0,3:47:56,0:00,78.8,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-07-09,Running,False,San Antonio Running,2.58,328,00:23:33,153,160,2.9,167,181,9:07,7:41,105,95,1.06,9.7,10.1,262,50.8% L / 49.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,23:33,0:00,86.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:09:07,0 days 00:09:07
2016-07-10,Treadmill Running,False,Treadmill Running,13.20,"1,293",01:55:31,144,160,3.0,169,182,8:45,6:07,49,16,1.09,8.8,9.7,265,49.8% L / 50.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:55:31,0:00,75.2,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:45,0 days 00:08:45
2016-07-11,Indoor Cycling,False,Indoor Cycling,15.41,434,01:00:03,104,117,1.2,179,192,15.4,20.0,0,7,2.31,0.0,0.0,0,0,89,96,122,46% L / 54% R,21.8,130,121,153,0.0,0.0,5361,0,0,0,0,1:00:03,0:00,73.4,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-07-11,Pool Swimming,False,Lap Swimming,"2,600",500,00:59:07,0,0,0.0,0,0,1:46,1:06,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1077,37,24,0,0,59:07,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:01:46,0 days 00:01:46
2016-07-12,Pool Swimming,False,Lap Swimming,"1,350",185,00:31:28,0,0,0.0,0,0,1:46,1:22,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,373,37,23,0,0,31:28,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:01:46,0 days 00:01:46
2016-07-12,Indoor Cycling,False,Indoor Cycling,16.53,487,01:00:01,112,126,1.6,177,192,16.5,21.4,0,20,2.5,0.0,0.0,0,0,89,96,136,48% L / 52% R,27.2,139,135,166,0.0,0.0,5315,0,0,0,0,1:00:01,0:00,71.6,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-07-12,Running,False,San Antonio Running,2.70,244,00:29:49,122,131,1.6,158,173,11:03,8:32,72,95,0.92,11.4,10.1,295,50.0% L / 50.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,29:49,0:00,78.8,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:11:03,0 days 00:11:03
2016-07-13,Treadmill Running,False,Treadmill Running,6.45,553,00:59:37,141,155,2.1,165,178,9:14,8:16,3,7,1.05,9.1,9.8,275,49.6% L / 50.4% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,59:37,0:00,75.2,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:09:14,0 days 00:09:14
2016-07-13,Pool Swimming,False,Lap Swimming,"2,500",414,00:54:14,0,0,0.0,0,0,1:47,1:15,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,854,37,23,0,0,54:14,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:01:47,0 days 00:01:47
2016-07-14,Indoor Cycling,False,Indoor Cycling,13.20,503,00:45:05,123,136,2.0,172,192,17.6,22.3,0,3,2.74,0.0,0.0,0,0,86,96,188,47% L / 53% R,38.8,189,186,215,0.0,0.0,3875,0,0,0,0,45:05,0:00,73.4,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-07-14,Running,False,San Antonio Running,2.13,218,00:20:25,132,145,2.0,169,182,9:34,8:00,72,75,1.0,10.1,9.7,266,50.3% L / 49.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20:25,0:00,78.8,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:09:34,0 days 00:09:34
2016-07-15,Treadmill Running,False,Treadmill Running,6.54,719,01:00:03,144,160,3.1,170,183,9:11,8:04,16,23,1.03,9.2,9.7,266,50.3% L / 49.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:03,0:00,73.4,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:09:11,0 days 00:09:11
2016-07-15,Pool Swimming,False,Lap Swimming,"2,600",482,00:54:46,0,0,0.0,0,0,1:44,1:12,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1017,37,24,0,0,54:46,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:01:44,0 days 00:01:44
2016-07-16,Running,False,San Antonio Running,5.48,631,00:50:58,147,160,3.1,171,184,9:18,7:49,217,217,1.01,9.5,9.7,261,50.2% L / 49.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,50:58,0:00,84.2,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:09:18,0 days 00:09:18
2016-07-17,Cycling,True,Katy Cycling,104.73,"3,227",04:32:38,153,186,3.5,0,0,23.0,32.7,751,801,0.0,0.0,0.0,0,0,92,120,225,44% L / 56% R,339.8,237,198,"1,008",0.0,0.0,22260,0,0,0,0,4:32:38,0:00,75.2,0:00,No,00:00.00,0,0.0,9,garmin,1,00:00:00,00:00:00
2016-07-18,Indoor Cycling,False,Indoor Cycling,15.62,407,01:00:00,104,122,1.2,171,206,15.6,19.1,13,0,2.46,0.0,0.0,0,0,85,103,114,45% L / 55% R,19.2,116,113,176,0.0,0.0,5120,0,0,0,0,1:00:00,0:00,77.0,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
