,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
10,81,2017-03-14,Running,False,San Antonio Running,4.46,536,00:39:59,147,165,3.1,166,219,8:58,6:21,131,138,1.1,10.3,10.3,271,50.2% L / 49.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,39:59,0:00,71.6,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:58,0 days 00:08:58,29.37219730941704,0.901840490797546,9.814126394052044,6.691449814126394,9.814278247032428,10.88249900861419
11,84,2017-03-17,Running,False,San Antonio Running,3.49,360,00:28:12,145,156,2.6,171,188,8:05,7:20,98,125,1.18,8.6,9.8,260,49.2% L / 50.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,28:12,0:00,69.8,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:05,0 days 00:08:05,28.08022922636103,0.8895705521472392,10.886597938144329,7.422680412371133,10.886751892708938,12.238210748355565
12,86,2017-03-18,Running,False,Galveston Running,3.66,409,00:33:03,133,144,2.1,168,175,9:01,8:16,3,10,1.06,8.9,9.5,274,49.9% L / 50.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,33:03,0:00,73.4,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:09:01,0 days 00:09:01,0.819672131147541,0.8159509202453987,9.759704251386319,6.6543438077634,9.759704368989523,11.961141444701445
13,87,2017-03-19,Running,False,Running,3.01,105,00:07:35.8,148,161,1.9,176,184,2:31,3:41,10,10,3.66,3.2,9.7,253,50.6% L / 49.4% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,7:35.8,0:00,73.4,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:02:31,0 days 00:02:31,3.322259136212625,0.9079754601226994,34.966887417218544,23.841059602649008,34.966894339130974,38.510836332961816
14,103,2017-03-25,Running,False,Running,1.0,106,00:08:54.7,129,139,1.6,166,173,8:54,8:27,0,7,1.09,8.7,9.7,277,50.1% L / 49.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,8:54.7,0:00,75.2,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:54,0 days 00:08:54,0.0,0.7914110429447853,9.887640449438202,6.741573033707865,9.887640449438202,12.493685219057573
15,111,2017-03-30,Running,False,San Antonio Running,1.56,180,00:12:49,149,162,2.3,172,181,8:12,7:07,52,56,1.15,9.2,9.9,260,49.2% L / 50.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,12:49,0:00,75.2,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:12,0 days 00:08:12,33.333333333333336,0.9141104294478528,10.73170731707317,7.317073170731708,10.731921174404164,11.740289606898514
16,114,2017-04-02,Running,False,San Antonio Running,2.88,349,00:41:55,124,171,2.3,135,224,14:33,8:09,354,344,0.84,11.7,9.1,312,49.7% L / 50.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,41:55,0:00,82.4,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:14:33,0 days 00:14:33,122.91666666666667,0.7607361963190185,6.048109965635738,4.123711340206185,6.049748609430981,7.952492123687499
17,116,2017-04-04,Running,False,Montgomery Running,2.02,190,00:14:29,146,158,2.2,173,182,7:10,6:17,72,75,1.3,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,14:29,0:00,62.6,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:07:10,0 days 00:07:10,35.64356435643565,0.8957055214723927,12.279069767441857,8.372093023255813,12.279349552767371,13.709136829459462
18,117,2017-04-04,Running,False,Montgomery Running,4.33,517,00:35:38,157,178,3.2,162,225,8:14,5:16,249,246,1.21,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:38,0:00,80.6,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:14,0 days 00:08:14,57.505773672055426,0.9631901840490797,10.68825910931174,7.287449392712551,10.68889300698257,11.097385733364069
19,123,2017-04-06,Running,False,San Antonio Running,2.64,285,00:19:36,157,166,2.8,175,189,7:26,6:33,95,79,1.24,8.0,9.9,252,50.3% L / 49.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,19:36,0:00,68.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:07:26,0 days 00:07:26,35.984848484848484,0.9631901840490797,11.838565022421523,8.071748878923767,11.838839960907599,12.291279704636551
20,129,2017-04-09,Running,True,Spicewood Running,2.64,316,00:21:57,157,174,2.9,159,175,8:19,6:46,89,85,1.23,9.1,10.9,281,50.1% L / 49.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,21:57,0:00,78.8,0:00,No,00:00.00,0,0.0,9,garmin,1,0 days 00:08:19,0 days 00:08:19,33.71212121212121,0.9631901840490797,10.581162324649299,7.214428857715431,10.581378001369023,10.985761874032807
