date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace
2020-04-09,Indoor Cycling,False,Monitor +2 - TrainerRoad,23.42,965,01:17:00,142,164,0.0,0,0,18.4,20.0,0,0,0.0,0.0,0.0,0,0,91,98,234,0,86.0,235,210,306,0.0,0.0,0,0,0,0,0,1:17:00,0:00,0.0,0:00,No,01:00.00,41,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-09,Pool Swimming,False,Pool Swimming,0,0,00:28:26,101,130,1.1,0,0,1:00:00,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,28:26,0:00,0.0,0:00,No,00:10.73,54,0.0,9,garmin,0,0 days 00:01:00,0 days 00:01:00
2020-04-10,Running,False,Wheat Ridge - 4/10/20 - Hill Workout,7.54,799,01:00:06,152,180,3.0,170,256,7:58,5:40,584,535,1.17,8.7,10.1,260,49.2% L / 50.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:06,0:00,73.4,0:00,No,00:30.00,30,0.0,9,garmin,0,0 days 00:07:58,0 days 00:07:58
2020-04-11,Indoor Cycling,False,Goodale  - TrainerRoad,37.19,"1,402",02:01:03,127,147,0.0,0,0,18.4,19.6,0,0,0.0,0.0,0.0,0,0,92,98,195,0,94.0,206,193,255,0.0,0.0,0,0,0,0,0,2:01:03,0:00,0.0,0:00,No,01:00.00,55,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-12,Treadmill Running,False,Treadmill Running,11.86,"1,299",01:36:41,155,196,3.8,168,183,8:09,6:17,36,72,1.16,8.4,9.9,254,49.0% L / 51.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:36:41,0:00,64.4,0:00,No,09:13.96,6,0.0,9,garmin,0,0 days 00:08:09,0 days 00:08:09
2020-04-14,Treadmill Running,False,Treadmill Running,8.26,"1,023",01:06:29,159,180,4.2,173,182,8:03,6:18,30,46,1.15,8.2,9.7,256,49.1% L / 50.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:06:29,0:00,64.4,0:00,No,00:53.89,12,0.0,9,garmin,0,0 days 00:08:03,0 days 00:08:03
2020-04-14,Strength Training,False,Strength,0.00,42,00:20:02,103,125,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,110,4,20:02,0:00,71.6,0:00,No,01:01.71,2,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-15,Indoor Cycling,False,Baxter - TrainerRoad,27.27,998,01:30:00,116,213,0.0,0,0,18.2,19.3,0,0,0.0,0.0,0.0,0,0,90,96,191,0,67.0,204,186,253,0.0,0.0,0,0,0,0,0,1:30:00,0:00,0.0,0:00,No,01:00.00,38,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-15,Treadmill Running,False,Treadmill Running,1.78,210,00:15:25,137,146,2.2,171,175,8:39,8:27,7,3,1.08,8.7,9.7,258,49.0% L / 51.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,15:25,0:00,68.0,0:00,No,00:00.00,1,0.0,9,garmin,0,0 days 00:08:39,0 days 00:08:39
2020-04-16,Indoor Cycling,False,Geiger +1 - TrainerRoad,25.50,"1,009",01:22:00,137,167,0.0,0,0,18.7,20.2,0,0,0.0,0.0,0.0,0,0,93,102,231,0,89.0,232,206,296,0.0,0.0,0,0,0,0,0,1:22:00,0:00,0.0,0:00,No,00:30.00,29,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-17,Treadmill Running,False,Treadmill Running,7.56,910,01:04:49,153,181,3.9,165,182,8:34,6:34,36,95,1.14,8.3,9.6,262,48.9% L / 51.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:04:49,0:00,68.0,0:00,No,03:53.80,4,0.0,9,garmin,0,0 days 00:08:34,0 days 00:08:34
2020-04-18,Indoor Cycling,False,Ochoco - TrainerRoad,47.98,"1,810",02:32:00,133,153,0.0,0,0,18.9,20.3,0,0,0.0,0.0,0.0,0,0,94,101,201,0,126.0,216,199,267,0.0,0.0,0,0,0,0,0,2:32:00,0:00,0.0,0:00,No,01:00.00,20,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-18,Running,False,Wheat Ridge Running,2.04,229,00:15:49,146,157,2.4,170,180,7:46,6:26,131,79,1.19,8.5,10.2,260,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,15:49,0:00,62.6,0:00,No,00:15.73,3,0.0,9,garmin,0,0 days 00:07:46,0 days 00:07:46
2020-04-19,Trail Running,False,Morrison Trail Running,10.29,"1,097",01:31:23,143,165,2.9,163,219,8:53,4:23,856,689,1.1,9.3,10.3,270,50.5% L / 49.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:31:23,0:00,59.0,0:00,No,02:19.29,11,0.0,9,garmin,0,0 days 00:08:53,0 days 00:08:53
2020-04-21,Strength Training,False,Strength ,0.00,127,00:20:00,113,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20:00,0:00,0.0,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-21,Running,False,Wheat Ridge - 04/21/20 - Run Workout,7.79,861,01:05:29,141,155,3.0,170,191,8:24,6:19,302,240,1.1,8.6,9.6,265,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:05:29,0:00,69.8,0:00,No,05:00.00,8,0.0,9,garmin,0,0 days 00:08:24,0 days 00:08:24
2020-04-22,Road Cycling,False,Wheat Ridge Road Cycling,32.76,"1,188",02:00:17,117,152,0.0,0,0,16.3,29.1,778,942,0.0,0.0,0.0,0,0,64,103,196,46% L / 54% R,97.5,198,165,817,0.0,0.0,7742,0,0,0,0,2:00:17,0:00,59.0,0:00,No,08:58.93,7,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-22,Running,False,Wheat Ridge Running,2.05,231,00:16:05,147,161,2.4,172,189,7:50,5:14,157,135,1.17,8.3,9.9,257,49.4% L / 50.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,16:05,0:00,60.8,0:00,No,00:23.00,3,0.0,9,garmin,0,0 days 00:07:50,0 days 00:07:50
2020-04-23,Indoor Cycling,False,Carson - TrainerRoad,20.80,771,01:02:00,139,169,0.0,0,0,20.2,22.0,0,0,0.0,0.0,0.0,0,0,94,101,231,0,68.0,232,208,308,0.0,0.0,0,0,0,0,0,1:02:00,0:00,0.0,0:00,No,02:00.00,16,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-23,Pool Swimming,False,Pool Swimming,450,99,00:11:00,0,0,0.0,0,0,1:31,0:56,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,219,70,32,0,0,11:00,0:00,0.0,0:00,No,00:13.95,16,0.0,9,garmin,0,0 days 00:01:31,0 days 00:01:31
2020-04-24,Running,False,Wheat Ridge - 4/24/20 - Hill Workout,7.40,798,00:56:11,154,181,3.1,173,191,7:36,6:05,545,495,1.21,8.4,10.2,251,49.5% L / 50.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,56:11,0:00,50.0,0:00,No,00:30.00,25,0.0,9,garmin,0,0 days 00:07:36,0 days 00:07:36
2020-04-25,Running,False,Wheat Ridge - 4/25/20 - Long Run Workout,12.02,"1,381",01:30:15,162,182,4.3,172,193,7:31,6:01,436,367,1.24,8.0,10.1,252,49.1% L / 50.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:30:15,0:00,62.6,0:00,No,00:08.60,8,0.0,9,garmin,0,0 days 00:07:31,0 days 00:07:31
2020-04-25,Road Cycling,False,Golden Road Cycling,7.18,487,00:48:21,131,158,0.0,0,0,8.9,38.9,778,843,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,48:21,0:00,57.2,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-26,Road Cycling,False,Wheat Ridge Road Cycling,47.06,"1,908",02:55:33,123,162,0.0,0,0,16.1,43.4,"3,484","3,314",0.0,0.0,0.0,0,0,72,120,210,45% L / 55% R,163.6,228,182,"1,112",0.0,0.0,12694,0,0,0,0,2:55:33,0:00,60.8,0:00,No,06:16.66,10,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-28,Running,False,Wheat Ridge - 4/28/20 - Run Workout,9.50,"1,051",01:13:09,151,174,3.6,173,188,7:42,5:34,351,328,1.2,8.1,9.9,254,49.1% L / 50.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:13:09,0:00,73.4,0:00,No,00:45.00,35,0.0,9,garmin,0,0 days 00:07:42,0 days 00:07:42
2020-04-29,Running,False,Wheat Ridge Running,3.17,357,00:26:25,140,152,2.5,170,182,8:21,7:03,89,75,1.12,8.4,9.5,265,49.4% L / 50.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,26:25,0:00,62.6,0:00,No,01:24.50,4,0.0,9,garmin,0,0 days 00:08:21,0 days 00:08:21
2020-04-29,Road Cycling,False,Wheat Ridge Road Cycling,26.97,953,01:30:03,119,174,0.0,0,0,18.0,33.4,"1,211","1,257",0.0,0.0,0.0,0,0,73,115,249,45% L / 55% R,118.0,209,177,958,0.0,0.0,6576,0,0,0,0,1:30:03,0:00,64.4,0:00,No,07:24.43,6,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-30,Cycling,False,Wheat Ridge Cycling,24.98,"1,055",01:28:53,142,178,3.9,0,0,16.9,37.7,"2,067","1,991",0.0,0.0,0.0,0,0,86,105,238,45% L / 55% R,106.1,294,198,772,0.0,0.0,6504,0,0,0,0,1:28:53,0:00,60.8,0:00,No,10:54.12,4,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-30,Road Cycling,False,Wheat Ridge Road Cycling,24.93,"1,056",01:29:18,142,178,0.0,0,0,16.8,51.0,"2,093","2,037",0.0,0.0,0.0,0,0,73,105,237,45% L / 55% R,106.1,294,198,772,0.0,0.0,6503,0,0,0,0,1:29:18,0:00,55.4,0:00,No,10:52.80,4,0.0,9,garmin,0,00:00:00,00:00:00
2020-05-01,Running,False,Wheat Ridge - 5/1/20 - Run Workout,7.54,889,01:00:06,154,177,3.8,171,195,7:58,5:14,240,269,1.17,8.3,9.8,258,49.4% L / 50.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:06,0:00,66.2,0:00,No,04:06.01,7,0.0,9,garmin,0,0 days 00:07:58,0 days 00:07:58
2020-05-01,Road Cycling,False,Lakewood Road Cycling,5.98,527,00:42:57,138,178,0.0,0,0,8.4,25.0,686,682,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,42:57,0:00,69.8,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2020-05-02,Road Cycling,False,Jefferson County Road Cycling,54.49,"2,332",03:33:44,127,156,0.0,0,0,15.3,44.4,"5,942","6,073",0.0,0.0,0.0,0,0,62,115,216,45% L / 55% R,212.2,238,182,756,0.0,0.0,13271,0,0,0,0,3:33:44,0:00,39.2,0:00,No,02:37.07,12,0.0,9,garmin,0,00:00:00,00:00:00
2020-05-03,Running,False,Wheat Ridge Running,9.42,"1,031",01:15:51,143,162,3.1,170,204,8:03,4:59,266,269,1.15,8.5,10.0,259,48.8% L / 51.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:15:51,0:00,71.6,0:00,No,03:38.61,10,0.0,9,garmin,0,0 days 00:08:03,0 days 00:08:03
2020-05-04,Hiking,False,Lakewood Hiking,2.64,249,00:41:30,98,132,1.2,84,179,15:41,1:16,262,279,1.22,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,41:30,0:00,62.6,0:00,No,00:00.00,1,0.0,9,garmin,0,0 days 00:15:41,0 days 00:15:41
2020-05-05,Running,False,Denver - 5/5/20 - Run Workout,7.75,845,01:00:37,147,164,3.3,172,184,7:49,6:15,246,262,1.19,7.9,9.7,257,49.0% L / 51.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:37,0:00,55.4,0:00,No,00:37.26,17,0.0,9,garmin,0,0 days 00:07:49,0 days 00:07:49
2020-05-06,Running,False,Wheat Ridge Running,2.12,230,00:17:13,137,149,2.2,168,177,8:07,5:48,161,151,1.17,8.5,10.1,268,48.8% L / 51.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,17:13,0:00,71.6,0:00,No,01:00.82,3,0.0,9,garmin,0,0 days 00:08:07,0 days 00:08:07
2020-05-06,Indoor Cycling,False,Pettit +1 - TrainerRoad,18.47,659,01:00:00,123,148,0.0,0,0,18.5,23.1,0,0,0.0,0.0,0.0,0,0,92,108,196,0,47.0,203,183,680,0.0,0.0,0,0,0,0,0,1:00:00,0:00,0.0,0:00,No,00:20.00,13,0.0,9,garmin,0,00:00:00,00:00:00
2020-05-07,Indoor Cycling,False,West Vidette +1 - TrainerRoad,13.83,521,00:45:00,0,0,0.0,0,0,18.5,23.7,0,0,0.0,0.0,0.0,0,0,92,113,208,0,40.0,210,194,623,0.0,0.0,0,0,0,0,0,45:00,0:00,0.0,0:00,No,00:20.00,23,0.0,9,garmin,0,00:00:00,00:00:00
2020-05-09,Trail Running,False,Lakewood Trail Running,3.70,420,00:30:02,145,168,2.7,165,188,8:07,5:13,384,289,1.2,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:02,0:00,60.8,0:00,No,01:27.97,6,0.0,9,garmin,0,0 days 00:08:07,0 days 00:08:07
2020-05-10,Running,False,Denver Running,1.34,139,00:10:05,141,159,1.9,168,180,7:33,6:13,36,23,1.26,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,10:05,0:00,64.4,0:00,No,02:29.64,2,0.0,9,garmin,1,0 days 00:07:33,0 days 00:07:33
2020-05-10,Running,True,Denver Running,13.12,"1,478",01:33:06,164,180,4.3,173,181,7:06,6:16,482,479,1.31,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:33:06,0:00,55.4,0:00,No,00:48.73,14,0.0,9,garmin,1,0 days 00:07:06,0 days 00:07:06
