,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,5,2016-06-28,Running,False,San Antonio Running,2.42,248,00:19:25,156,165,2.4,169,177,8:02,6:43,75,69,3.69,8.9,9.4,275,50.2% L / 49.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,19:25,0:00,77.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:02,0 days 00:08:02,30.991735537190085,0.9570552147239264,10.95435684647303,7.468879668049793,10.954545548731392,11.4460956695078
1,8,2016-06-29,Running,False,San Antonio Running,11.54,"1,331",01:40:58,157,169,3.8,162,174,8:45,7:20,371,404,1.14,9.5,10.6,272,49.9% L / 50.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:40:58,0:00,75.2,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:45,0 days 00:08:45,32.14904679376083,0.9631901840490797,10.057142857142855,6.857142857142857,10.057329284204613,10.441685817358929
2,13,2016-07-04,Running,False,West Bloomfield Running,4.12,471,00:40:31,141,153,2.3,161,255,9:50,7:19,98,59,1.02,11.1,10.3,277,49.8% L / 50.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,40:31,0:00,71.6,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:09:50,0 days 00:09:50,23.78640776699029,0.8650306748466258,8.94915254237288,6.101694915254237,8.949243353608722,10.345579196015757
3,15,2016-07-05,Running,False,San Antonio Running,2.2,282,00:19:49,158,166,2.9,167,176,9:00,7:29,82,72,1.07,9.4,10.0,265,51.2% L / 48.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,19:49,0:00,78.8,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:09:00,0 days 00:09:00,37.272727272727266,0.9693251533742331,9.777777777777777,6.666666666666667,9.778021401320702,10.087452458324522
4,17,2016-07-06,Running,False,San Antonio Running,7.21,844,01:06:42,148,165,3.3,157,172,9:15,7:46,295,312,1.11,9.7,10.7,282,49.7% L / 50.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:06:42,0:00,82.4,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:09:15,0 days 00:09:15,40.915395284327325,0.9079754601226994,9.513513513513514,6.486486486486487,9.513799147631808,10.478035547729627
5,22,2016-07-08,Running,False,San Antonio Running,4.45,508,00:39:38,149,163,3.0,162,172,8:54,7:41,164,174,1.12,9.5,10.5,271,50.1% L / 49.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,39:38,0:00,80.6,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:54,0 days 00:08:54,36.853932584269664,0.9141104294478528,9.887640449438202,6.741573033707865,9.887881305293911,10.816943978274546
6,23,2016-07-09,Running,False,San Antonio Running,2.58,328,00:23:33,153,160,2.9,167,181,9:07,7:41,105,95,1.06,9.7,10.1,262,50.8% L / 49.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,23:33,0:00,86.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:09:07,0 days 00:09:07,40.69767441860465,0.9386503067484663,9.652650822669102,6.581352833638025,9.652937558186341,10.283848509701787
7,30,2016-07-12,Running,False,San Antonio Running,2.7,244,00:29:49,122,131,1.6,158,173,11:03,8:32,72,95,0.92,11.4,10.1,295,50.0% L / 50.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,29:49,0:00,78.8,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:11:03,0 days 00:11:03,26.666666666666664,0.7484662576687117,7.963800904977374,5.4298642533936645,7.963902473058709,10.640295927119421
8,33,2016-07-14,Running,False,San Antonio Running,2.13,218,00:20:25,132,145,2.0,169,182,9:34,8:00,72,75,1.0,10.1,9.7,266,50.3% L / 49.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20:25,0:00,78.8,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:09:34,0 days 00:09:34,33.802816901408455,0.8098159509202454,9.198606271777003,6.2717770034843205,9.198794777927798,11.359117793956296
9,37,2016-07-16,Running,False,San Antonio Running,5.48,631,00:50:58,147,160,3.1,171,184,9:18,7:49,217,217,1.01,9.5,9.7,261,50.2% L / 49.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,50:58,0:00,84.2,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:09:18,0 days 00:09:18,39.598540145985396,0.901840490797546,9.462365591397848,6.451612903225806,9.46263169706699,10.492578004230745
