date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,race,athlete_id,filetype,is_race,avg_pace,best_pace
2019-06-26,Pool Swimming,False,CH S188 3500,"3,500",757,01:08:52,0,0.0,0.0,0,0,1:28,1:00,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1268,32,28,1:08:52,0:00,82.4,0:00,No,00:10.20,62.0,0.0,0,2,garmin,0,0 days 00:01:28,0 days 00:01:28
2019-06-27,Running,False,Sparta Running,6.56,665,00:58:35,143,164.0,2.2,150,175,8:55,4:58,148,154,1.18,9.2,11.0,256,48.4% L / 51.6% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,58:35,0:00,73.4,0:00,No,04:09.03,7.0,0.0,0,2,garmin,0,0 days 00:08:55,0 days 00:08:55
2019-06-28,Cycling,False,Sparta Cycling,18.71,490,01:03:45,120,146.0,0.8,0,0,17.6,33.3,341,348,0.0,0.0,0.0,0,0,86,113,0.0,0.0,0,0,0.0,0.0,0.0,5226,0,0,1:03:45,0:00,80.6,0:00,No,11:46.95,4.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2019-06-28,Pool Swimming,False,CH S143 3400,"3,350",588,01:06:55,0,0.0,0.0,0,0,1:28,1:09,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,994,32,28,1:06:55,0:00,82.4,0:00,No,00:10.20,62.0,0.0,0,2,garmin,0,0 days 00:01:28,0 days 00:01:28
2019-06-29,Running,False,Perry County Running,5.02,743,00:57:33,151,168.0,2.4,138,256,11:28,5:52,302,295,0.97,10.2,9.8,286,48.4% L / 51.6% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,57:33,0:00,77.0,0:00,No,00:10.24,6.0,0.0,0,2,garmin,0,0 days 00:11:28,0 days 00:11:28
2019-06-29,Cycling,False,Sparta Cycling,45.65,"1,137",02:49:12,121,143.0,0.7,0,0,16.2,28.6,994,968,0.0,0.0,0.0,0,0,85,120,0.0,0.0,0,0,0.0,0.0,0.0,13411,0,0,2:49:12,0:00,75.2,0:00,No,02:49.75,10.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2019-06-30,Pool Swimming,False,CH S166 3600,"3,600",816,01:01:50,0,0.0,0.0,0,0,1:31,1:08,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1394,33,27,1:01:50,0:00,82.4,0:00,No,00:11.76,18.0,0.0,0,2,garmin,0,0 days 00:01:31,0 days 00:01:31
2019-06-30,Cycling,False,Sparta Cycling,67.72,"1,748",03:57:59,127,147.0,2.0,0,0,17.1,29.5,"1,342","1,283",0.0,0.0,0.0,0,0,86,130,0.0,0.0,0,0,0.0,0.0,0.0,19632,0,0,3:57:59,0:00,80.6,0:00,No,10:38.25,14.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2019-07-02,Running,False,Sparta Running,3.01,335,00:23:28,152,169.0,2.4,160,231,7:48,6:52,49,52,1.27,8.7,11.2,253,48.3% L / 51.7% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,23:28,0:00,82.4,0:00,No,00:01.94,4.0,0.0,0,2,garmin,0,0 days 00:07:48,0 days 00:07:48
2019-07-03,Cycling,False,Sparta Cycling,30.04,590,01:54:36,104,125.0,0.3,0,0,15.7,23.6,492,505,0.0,0.0,0.0,0,0,83,112,0.0,0.0,0,0,0.0,0.0,0.0,8547,0,0,1:54:36,0:00,78.8,0:00,No,00:08.60,7.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2019-07-04,Cycling,False,Sparta Cycling,25.62,753,01:25:43,133,166.0,1.9,0,0,17.9,31.6,472,551,0.0,0.0,0.0,0,0,88,115,0.0,0.0,0,0,0.0,0.0,0.0,7200,0,0,1:25:43,0:00,77.0,0:00,No,02:31.82,6.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2019-07-04,Running,False,Steeleville Running,1.86,199,00:11:22,172,182.0,2.5,169,195,6:06,4:21,56,56,1.56,6.4,10.3,218,48.5% L / 51.5% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,11:22,0:00,80.6,0:00,No,05:25.99,2.0,0.0,0,2,garmin,0,0 days 00:06:06,0 days 00:06:06
2019-07-04,Cycling,False,Randolph County Cycling,12.17,403,00:43:40,130,143.0,1.1,0,0,16.7,28.9,312,207,0.0,0.0,0.0,0,0,86,103,0.0,0.0,0,0,0.0,0.0,0.0,3616,0,0,43:40,0:00,86.0,0:00,No,08:01.60,3.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2019-07-05,Pool Swimming,False,CH 168 3500,"3,300",552,01:02:08,0,0.0,0.0,0,0,1:29,1:03,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,939,33,27,1:02:08,0:00,82.4,0:00,No,00:06.48,44.0,0.0,0,2,garmin,0,0 days 00:01:29,0 days 00:01:29
2019-07-06,Running,False,Clinton County Running,6.01,739,01:09:42,135,162.0,2.2,138,256,11:36,7:17,200,197,0.96,10.8,10.2,289,49.0% L / 51.0% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:09:42,0:00,78.8,0:00,No,00:05.32,7.0,0.0,0,2,garmin,0,0 days 00:11:36,0 days 00:11:36
2019-07-06,Cycling,False,Sparta Cycling,40.61,"1,024",02:19:34,125,145.0,1.3,0,0,17.5,27.6,719,686,0.0,0.0,0.0,0,0,86,110,0.0,0.0,0,0,0.0,0.0,0.0,11518,0,0,2:19:34,0:00,84.2,0:00,No,03:36.92,9.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2019-07-07,Cycling,False,Sparta Cycling,120.67,"2,525",07:33:38,109,143.0,1.0,0,0,16.0,28.3,"1,952","1,929",0.0,0.0,0.0,0,0,83,125,0.0,0.0,0,0,0.0,0.0,0.0,35432,0,0,7:33:38,0:00,75.2,0:00,No,02:28.04,25.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2019-07-09,Running,False,Sparta Running,3.26,304,00:25:47,140,152.0,1.5,158,163,7:54,6:35,62,98,1.26,8.7,11.3,249,48.0% L / 52.0% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,25:47,0:00,75.2,0:00,No,01:59.39,4.0,0.0,0,2,garmin,0,0 days 00:07:54,0 days 00:07:54
2019-07-10,Virtual Cycling,False,Zwift - London,25.70,"1,128",01:30:13,0,0.0,0.0,0,0,17.1,47.4,"1,680",0,0.0,0.0,0.0,0,0,75,112,254.0,0.0,241,218,380.0,0.0,0.0,0,0,0,1:30:13,0:00,0.0,0:00,No,00:00.00,1.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2019-07-11,Running,False,Sparta Running,6.12,568,00:51:10,142,160.0,2.1,153,185,8:22,5:24,89,92,1.24,9.1,11.3,251,48.1% L / 51.9% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,51:10,0:00,75.2,0:00,No,00:58.54,7.0,0.0,0,2,garmin,0,0 days 00:08:22,0 days 00:08:22
2019-07-12,Pool Swimming,False,Lap Swimming,"3,000",612,01:03:17,0,0.0,0.0,0,0,1:33,1:19,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1059,34,27,1:03:17,0:00,80.6,0:00,No,00:13.14,36.0,0.0,0,2,garmin,0,0 days 00:01:33,0 days 00:01:33
2019-07-13,Running,False,St Louis County Running,8.23,"1,074",01:35:02,147,179.0,2.6,138,256,11:32,6:10,574,620,0.98,10.9,10.7,290,49.8% L / 50.2% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:35:02,0:00,75.2,0:00,No,05:02.54,9.0,0.0,0,2,garmin,0,0 days 00:11:32,0 days 00:11:32
2019-07-14,Cycling,False,Sparta Cycling,76.21,"1,652",04:30:51,115,137.0,0.4,0,0,16.9,31.8,"1,617","1,604",0.0,0.0,0.0,0,0,86,122,0.0,0.0,0,0,0.0,0.0,0.0,22226,0,0,4:30:51,0:00,80.6,0:00,No,05:47.42,16.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2019-07-16,Running,False,Sparta Running,3.19,275,00:27:51,131,142.0,0.9,154,167,8:44,6:59,49,49,1.18,9.4,11.2,267,48.4% L / 51.6% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,27:51,0:00,73.4,0:00,No,01:35.51,4.0,0.0,0,2,garmin,0,0 days 00:08:44,0 days 00:08:44
2019-07-16,Cycling,False,Sparta Cycling,17.15,388,01:00:53,111,135.0,0.3,0,0,16.9,27.6,377,374,0.0,0.0,0.0,0,0,85,121,0.0,0.0,0,0,0.0,0.0,0.0,4843,0,0,1:00:53,0:00,77.0,0:00,No,08:03.62,4.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2019-07-17,Virtual Cycling,False,Zwift - London,25.11,"1,107",01:32:42,0,0.0,0.0,0,0,16.2,48.4,"1,647",0,0.0,0.0,0.0,0,0,69,161,253.0,0.0,237,209,439.0,0.0,0.0,0,0,0,1:32:42,0:00,0.0,0:00,No,00:00.00,1.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2019-07-18,Cycling,False,Sparta Cycling,15.85,362,00:59:31,103,120.0,0.3,0,0,16.0,22.4,299,292,0.0,0.0,0.0,0,0,85,113,0.0,0.0,0,0,0.0,0.0,0.0,4868,0,0,59:31,0:00,78.8,0:00,No,03:39.93,4.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2019-07-20,Cycling,False,Terre Haute Cycling,165.11,"4,077",08:51:35,131,178.0,3.0,0,0,18.6,34.5,"3,497","2,933",0.0,0.0,0.0,0,0,87,129,0.0,0.0,0,0,0.0,0.0,0.0,43003,0,0,8:51:35,0:00,77.0,0:00,No,00:41.10,34.0,0.0,2,2,garmin,1,00:00:00,00:00:00
