,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
10,32,2019-07-09,Running,False,Louisville Running,6.53,766,00:50:02,146,168,2.9,179,188,0 days 00:07:40,0 days 00:06:51,308,302,1.17,7.8,9.3,252,48.3% L / 51.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,50:02,0:00,80.6,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,47.166921898928024,0.7891891891891892,11.478260869565217,7.826086956521739,11.47871884760779,14.544951964434528
11,34,2019-07-10,Running,False,Denver Running,8.02,876,01:01:04,144,161,2.8,178,194,0 days 00:07:37,0 days 00:06:40,0,0,1.17,7.7,9.3,253,47.8% L / 52.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:01:04,0:00,96.8,0:00,No,02:00.43,11,0.0,0,0,0,3,garmin,0,0.0,0.7783783783783784,11.553610503282275,7.87746170678337,11.553610503282275,14.843180160466812
12,36,2019-07-11,Running,False,Denver Running,1.5,174,00:11:17,140,160,2.0,177,190,0 days 00:07:31,0 days 00:06:34,0,0,1.19,7.3,8.9,251,47.8% L / 52.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,11:17,0:00,96.8,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,0.0,0.7567567567567568,11.707317073170731,7.982261640798226,11.707317073170731,15.470383275261323
13,43,2019-07-14,Running,False,Steamboat Springs Running,11.79,"1,211",01:30:26,140,161,2.6,176,197,0 days 00:07:40,0 days 00:06:43,0,0,1.18,7.8,9.4,253,48.8% L / 51.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:30:26,0:00,96.8,0:00,No,44:34.31,2,0.0,0,0,0,3,garmin,0,0.0,0.7567567567567568,11.478260869565217,7.826086956521739,11.478260869565217,15.167701863354036
14,47,2019-07-15,Running,False,Louisville Running,6.21,699,00:50:28,139,154,2.3,176,183,0 days 00:08:08,0 days 00:07:03,0,0,1.13,8.3,9.6,258,48.2% L / 51.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,50:28,0:00,96.8,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,0.0,0.7513513513513513,10.819672131147541,7.3770491803278695,10.819672131147541,14.400283052246728
15,49,2019-07-16,Running,False,Louisville Running,6.09,716,00:45:19,148,174,3.1,178,187,0 days 00:07:27,0 days 00:06:36,0,0,1.21,7.7,9.6,250,48.0% L / 52.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,45:19,0:00,96.8,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,0.0,0.8,11.812080536912749,8.053691275167784,11.812080536912749,14.765100671140935
16,52,2019-07-18,Running,False,Louisville Running,9.51,"1,052",01:15:45,143,176,3.0,177,203,0 days 00:07:58,0 days 00:06:02,0,0,1.13,7.8,9.1,256,48.5% L / 51.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:15:45,0:00,96.8,0:00,No,20:38.76,3,0.0,0,0,0,3,garmin,0,0.0,0.772972972972973,11.04602510460251,7.531380753138075,11.04602510460251,14.290312198261988
17,56,2019-07-20,Running,False,Steamboat Springs Running,3.31,387,00:25:29,145,175,2.3,175,187,0 days 00:07:42,0 days 00:06:25,0,0,1.18,7.7,9.2,262,48.7% L / 51.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:29,0:00,96.8,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,0.0,0.7837837837837838,11.428571428571427,7.792207792207792,11.428571428571427,14.581280788177338
18,58,2019-07-21,Running,False,Denver Running,8.14,925,01:00:52,149,168,3.0,178,199,0 days 00:07:29,0 days 00:05:46,0,0,1.2,7.9,9.7,251,48.5% L / 51.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:52,0:00,96.8,0:00,No,01:00.38,13,0.0,0,0,0,3,garmin,0,0.0,0.8054054054054054,11.75946547884187,8.017817371937639,11.75946547884187,14.600678614669436
19,61,2019-07-23,Running,False,Louisville Running,4.13,476,00:30:15,144,159,2.7,182,189,0 days 00:07:19,0 days 00:06:53,0,0,1.21,7.0,8.6,248,48.9% L / 51.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:15,0:00,96.8,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,0.0,0.7783783783783784,12.027334851936219,8.200455580865604,12.027334851936219,15.451784358390281
20,64,2019-07-25,Running,False,Denver Running,5.37,653,00:40:10,152,172,3.1,180,207,0 days 00:07:29,0 days 00:06:13,0,0,1.18,7.4,9.0,254,47.9% L / 52.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,40:10,0:00,96.8,0:00,No,02:00.91,9,0.0,0,0,0,3,garmin,0,0.0,0.8216216216216217,11.75946547884187,8.017817371937639,11.75946547884187,14.312507326222011
