date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_bike_cadence,max_bike_cadence,training_stress_scoreâ,grit,flow,total_strokes,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace
2019-09-03,Treadmill Running,False,Treadmill Running,1.14,103,0:15:14,128,155,144,167,13:25,9:51,0,0,0.83,0,0,0,0,0,0,0,0,0,0,15:14,0:00,0,0:00,No,01:59.92,2,0,10,garmin,0,0 days 00:13:25,0 days 00:13:25
2019-09-04,Treadmill Running,False,Treadmill Running,3.5,368,0:37:36,158,180,166,172,10:45,7:06,0,0,0.84,0,0,0,0,0,0,0,0,0,0,1:13:36,0:00,0,0:00,No,05:14.07,4,0,10,garmin,0,0 days 00:10:45,0 days 00:10:45
2019-09-05,Treadmill Running,False,Treadmill Running,3.0,324,0:34:04,153,175,165,184,11:21,6:42,0,0,0.91,0,0,0,0,0,0,0,0,0,0,1:10:04,0:00,0,0:00,No,01:52.66,4,0,10,garmin,0,0 days 00:11:21,0 days 00:11:21
2019-09-08,Treadmill Running,False,Treadmill Running,5.0,531,0:56:38,153,173,166,180,11:20,7:17,0,0,0.85,0,0,0,0,0,0,0,0,0,0,2:8:38,0:00,0,0:00,No,00:00.98,6,0,10,garmin,0,0 days 00:11:20,0 days 00:11:20
2019-09-09,Treadmill Running,False,Treadmill Running,3.0,331,0:34:34,155,172,167,180,11:31,8:43,0,0,0.86,0,0,0,0,0,0,0,0,0,0,1:10:34,0:00,0,0:00,No,00:49.91,4,0,10,garmin,0,0 days 00:11:31,0 days 00:11:31
2019-09-11,Treadmill Running,False,Treadmill Running,4.0,432,0:45:29,155,175,167,178,11:22,7:42,0,0,0.84,0,0,0,0,0,0,0,0,0,0,1:21:29,0:00,0,0:00,No,00:01.05,5,0,10,garmin,0,0 days 00:11:22,0 days 00:11:22
2019-09-12,Treadmill Running,False,Treadmill Running,3.64,405,0:40:03,162,177,167,178,11:00,7:55,0,0,0.85,0,0,0,0,0,0,0,0,0,0,1:16:03,0:00,0,0:00,No,06:04.75,4,0,10,garmin,0,0 days 00:11:00,0 days 00:11:00
2019-09-13,Treadmill Running,False,Treadmill Running,9.0,957,1:51:07,157,185,155,178,12:21,7:29,0,0,0.86,0,0,0,0,0,0,0,0,0,0,1:51:07,0:00,0,0:00,No,02:22.03,10,0,10,garmin,0,0 days 00:12:21,0 days 00:12:21
2019-09-16,Treadmill Running,False,Treadmill Running,4.5,501,0:51:14,159,177,166,172,11:23,8:47,0,0,0.86,0,0,0,0,0,0,0,0,0,0,2:3:14:00.000,0:00,0,0:00,No,00:22.91,6,0,10,garmin,0,0 days 00:11:23,0 days 00:11:23
2019-09-17,Treadmill Running,False,Treadmill Running,4.0,434,0:43:51,160,177,166,176,10:58,6:29,0,0,0.86,0,0,0,0,0,0,0,0,0,0,1:19:51,0:00,0,0:00,No,00:01.07,5,0,10,garmin,0,0 days 00:10:58,0 days 00:10:58
2019-09-18,Running,False,Longview Running,4.0,460,0:47:13,163,181,148,248,11:48,7:45,925,"1,040",0.92,0,0,0,0,0,0,0,0,0,0,1:23:13,0:00,0,0:00,No,00:01.39,5,0,10,garmin,0,0 days 00:11:48,0 days 00:11:48
2019-09-19,Running,False,Longview Running,3.01,306,0:33:57,150,177,164,170,11:18,9:41,190,197,0.87,0,0,0,0,0,0,0,0,0,0,1:9:57,0:00,0,0:00,No,00:03.49,4,0,10,garmin,0,0 days 00:11:18,0 days 00:11:18
2019-09-22,Treadmill Running,False,Treadmill Running,3.5,392,0:39:43,159,173,164,172,11:21,8:43,0,0,0.89,0,0,0,0,0,0,0,0,0,0,1:15:43,0:00,0,0:00,No,06:38.17,4,0,10,garmin,0,0 days 00:11:21,0 days 00:11:21
2019-09-22,Indoor Running,False,Indoor Running,2.7,282,0:28:11,160,179,165,174,10:26,10:46,0,0,0.83,0,0,0,0,0,0,0,0,0,0,1:4:11,0:00,0,0:00,No,04:41.82,3,0,10,garmin,0,0 days 00:10:26,0 days 00:10:26
2019-09-23,Running,False,Longview Running,4.51,493,1:01:21,149,175,128,170,13:37,9:47,522,564,0.94,0,0,0,0,0,0,0,0,0,0,1:01:21,0:00,0,0:00,No,09:32.88,5,0,10,garmin,0,0 days 00:13:37,0 days 00:13:37
2019-09-24,Treadmill Running,False,Treadmill Running,1.25,133,0:14:58,143,164,163,172,11:58,8:47,0,0,0.76,0,0,0,0,0,0,0,0,0,0,14:58,0:00,0,0:00,No,03:16.89,2,0,10,garmin,0,0 days 00:11:58,0 days 00:11:58
2019-09-24,Running,False,Longview Running,2.01,219,0:22:43,157,185,163,172,11:19,9:49,43,30,0.87,0,0,0,0,0,0,0,0,0,0,22:43,0:00,0,0:00,No,00:03.69,3,0,10,garmin,0,0 days 00:11:19,0 days 00:11:19
2019-09-27,Treadmill Running,False,Treadmill Running,5.0,595,0:55:17,171,182,166,176,11:03,7:34,0,0,0.97,0,0,0,0,0,0,0,0,0,0,2:7:17,0:00,0,0:00,No,04:51.11,6,0,10,garmin,0,0 days 00:11:03,0 days 00:11:03
2019-09-28,Running,False,Longview Running,8.0,835,1:43:43,150,174,144,245,12:57,10:25,"1,060","1,040",0.86,0,0,0,0,0,0,0,0,0,0,1:43:43,0:00,0,0:00,No,00:02.06,9,0,10,garmin,0,0 days 00:12:57,0 days 00:12:57
2019-09-30,Running,False,Running,4.5,534,0:49:00,0,0,0,0,10:53,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2:1,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:10:53,0 days 00:10:53
2019-10-01,Treadmill Running,False,Treadmill Running,3.0,348,0:34:13,162,179,166,172,11:25,8:57,0,0,0.8,0,0,0,0,0,0,0,0,0,0,1:10:13,0:00,0,0:00,No,10:03.69,3,0,10,garmin,0,0 days 00:11:25,0 days 00:11:25
2019-10-02,Running,False,Longview Running,4.0,445,0:57:48,144,173,128,248,14:26,10:51,"1,385","1,407",0.88,0,0,0,0,0,0,0,0,0,0,2:9:48,0:00,0,0:00,No,00:04.01,5,0,10,garmin,0,0 days 00:14:26,0 days 00:14:26
2019-10-02,Treadmill Running,False,Treadmill Running,5.0,603,1:00:02,161,181,162,174,12:00,9:15,0,0,0.82,0,0,0,0,0,0,0,0,0,0,1:00:02,0:00,0,0:00,No,11:36.15,5,0,10,garmin,0,0 days 00:12:00,0 days 00:12:00
2019-10-05,Running,False,Los Angeles Running,3.01,342,0:37:21,155,176,151,240,12:24,10:01,308,302,0.86,0,0,0,0,0,0,0,0,0,0,1:13:21,0:00,0,0:00,No,00:08.93,4,0,10,garmin,0,0 days 00:12:24,0 days 00:12:24
2019-10-07,Running,False,Longview Running,5.0,556,0:53:55,168,182,166,176,10:47,9:16,230,430,0.9,0,0,0,0,0,0,0,0,0,0,2:5:55,0:00,0,0:00,No,00:02.89,6,0,10,garmin,0,0 days 00:10:47,0 days 00:10:47
2019-10-08,Running,False,Longview Running,3.0,326,0:35:00,157,172,166,174,11:39,10:05,85,89,0.83,0,0,0,0,0,0,0,0,0,0,1:11,0:00,0,0:00,No,00:02.52,4,0,10,garmin,0,0 days 00:11:39,0 days 00:11:39
2019-10-09,Running,False,Longview Running,5.0,556,0:58:21,163,182,163,182,11:40,9:35,253,243,0.84,0,0,0,0,0,0,0,0,0,0,2:10:21,0:00,0,0:00,No,00:02.55,6,0,10,garmin,0,0 days 00:11:40,0 days 00:11:40
2019-10-11,Running,False,Longview Running,12.0,"1,225",2:17:55,158,178,167,176,11:29,9:25,"1,161","1,093",0.84,0,0,0,0,0,0,0,0,0,0,2:17:55,0:00,0,0:00,No,00:02.18,13,0,10,garmin,0,0 days 00:11:29,0 days 00:11:29
2019-10-13,Treadmill Running,False,Treadmill Running,4.01,448,0:45:04,158,180,167,182,11:14,7:36,0,0,0.87,0,0,0,0,0,0,0,0,0,0,1:21:04,0:00,0,0:00,No,00:48.20,5,0,10,garmin,0,0 days 00:11:14,0 days 00:11:14
2019-10-14,Running,False,Treadmill Run,5.0,595,0:56:25,0,0,0,0,11:17,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2:8:25:00.000,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:11:17,0 days 00:11:17
2019-10-15,Treadmill Running,False,Treadmill Running,5.0,552,0:54:48,160,181,167,180,10:57,6:11,0,0,0.88,0,0,0,0,0,0,0,0,0,0,2:6:48,0:00,0,0:00,No,00:01.80,6,0,10,garmin,0,0 days 00:10:57,0 days 00:10:57
2019-10-16,Running,False,Longview Running,2.0,199,0:21:45,142,174,166,176,10:52,7:19,75,66,0.89,0,0,0,0,0,0,0,0,0,0,21:45,0:00,0,0:00,No,00:00.97,3,0,10,garmin,0,0 days 00:10:52,0 days 00:10:52
2019-10-17,Running,False,Longview Running,7.1,778,1:23:02,159,175,158,175,11:42,10:12,623,623,0.87,0,0,0,0,0,0,0,0,0,0,1:23:02,0:00,0,0:00,No,01:27.02,8,0,10,garmin,0,0 days 00:11:42,0 days 00:11:42
2019-10-21,Running,False,Longview Running,4.0,432,0:45:59,153,176,164,172,11:29,10:20,115,187,0.85,0,0,0,0,0,0,0,0,0,0,1:21:59,0:00,0,0:00,No,00:01.32,5,0,10,garmin,0,0 days 00:11:29,0 days 00:11:29
2019-10-22,Running,False,Longview Running,3.0,331,0:34:31,155,182,167,184,11:30,9:25,95,82,0.84,0,0,0,0,0,0,0,0,0,0,1:10:31:00.000,0:00,0,0:00,No,00:03.86,4,0,10,garmin,0,0 days 00:11:30,0 days 00:11:30
2019-10-23,Running,False,Longview Running,1.0,102,0:12:21,126,136,163,176,12:18,10:29,36,39,0.8,0,0,0,0,0,0,0,0,0,0,12:21,0:00,0,0:00,No,00:04.07,2,0,10,garmin,0,0 days 00:12:18,0 days 00:12:18
2019-10-27,Running,False,Cape Cod Half,13.1,"1,528",2:24:53,0,0,0,0,11:04,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2:24:53,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:11:04,0 days 00:11:04
