,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_bike_cadence,max_bike_cadence,training_stress_scoreâ,grit,flow,total_strokes,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
10,36,2019-09-18,Running,False,Longview Running,4.0,460,0:47:13,163,181,148,248,11:48,7:45,925,"1,040",0.92,0,0,0,0,0,0,0,0,0,0,1:23:13,0:00,0,0:00,No,00:01.39,5,0,10,garmin,0,0 days 00:11:48,0 days 00:11:48,231.25,0.9314285714285714,7.457627118644067,5.084745762711864,7.464776330877314,8.014330416586073
11,37,2019-09-19,Running,False,Longview Running,3.01,306,0:33:57,150,177,164,170,11:18,9:41,190,197,0.87,0,0,0,0,0,0,0,0,0,0,1:9:57,0:00,0,0:00,No,00:03.49,4,0,10,garmin,0,0 days 00:11:18,0 days 00:11:18,63.122923588039875,0.8571428571428571,7.787610619469025,5.309734513274336,7.7881671193575395,9.086194972583797
12,40,2019-09-23,Running,False,Longview Running,4.51,493,1:01:21,149,175,128,170,13:37,9:47,522,564,0.94,0,0,0,0,0,0,0,0,0,0,1:01:21,0:00,0,0:00,No,09:32.88,5,0,10,garmin,0,0 days 00:13:37,0 days 00:13:37,115.74279379157429,0.8514285714285714,6.46266829865361,4.406364749082007,6.464220863627147,7.592205712313763
13,42,2019-09-24,Running,False,Longview Running,2.01,219,0:22:43,157,185,163,172,11:19,9:49,43,30,0.87,0,0,0,0,0,0,0,0,0,0,22:43,0:00,0,0:00,No,00:03.69,3,0,10,garmin,0,0 days 00:11:19,0 days 00:11:19,21.39303482587065,0.8971428571428571,7.776141384388806,5.3019145802650955,7.776205212107375,8.667744663177011
14,44,2019-09-28,Running,False,Longview Running,8.0,835,1:43:43,150,174,144,245,12:57,10:25,1060,"1,040",0.86,0,0,0,0,0,0,0,0,0,0,1:43:43,0:00,0,0:00,No,00:02.06,9,0,10,garmin,0,0 days 00:12:57,0 days 00:12:57,132.5,0.8571428571428571,6.795366795366796,4.633204633204634,6.797506128720237,7.930423816840277
15,45,2019-09-30,Running,False,Running,4.5,534,0:49:00,0,0,0,0,10:53,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2:1,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:10:53,0 days 00:10:53,0.0,0.0,8.085758039816232,5.51301684532925,8.085758039816232,inf
16,47,2019-10-02,Running,False,Longview Running,4.0,445,0:57:48,144,173,128,248,14:26,10:51,1385,"1,407",0.88,0,0,0,0,0,0,0,0,0,0,2:9:48,0:00,0,0:00,No,00:04.01,5,0,10,garmin,0,0 days 00:14:26,0 days 00:14:26,346.25,0.8228571428571428,6.096997690531177,4.157043879907621,6.110093477207606,7.425460822995355
17,49,2019-10-05,Running,False,Los Angeles Running,3.01,342,0:37:21,155,176,151,240,12:24,10:01,308,302,0.86,0,0,0,0,0,0,0,0,0,0,1:13:21,0:00,0,0:00,No,00:08.93,4,0,10,garmin,0,0 days 00:12:24,0 days 00:12:24,102.32558139534885,0.8857142857142857,7.096774193548387,4.838709677419355,7.098106765954248,8.013991509948346
18,50,2019-10-07,Running,False,Longview Running,5.0,556,0:53:55,168,182,166,176,10:47,9:16,230,430,0.9,0,0,0,0,0,0,0,0,0,0,2:5:55,0:00,0,0:00,No,00:02.89,6,0,10,garmin,0,0 days 00:10:47,0 days 00:10:47,46.0,0.96,8.160741885625965,5.564142194744977,8.161051584212954,8.501095400221827
19,51,2019-10-08,Running,False,Longview Running,3.0,326,0:35:00,157,172,166,174,11:39,10:05,85,89,0.83,0,0,0,0,0,0,0,0,0,0,1:11,0:00,0,0:00,No,00:02.52,4,0,10,garmin,0,0 days 00:11:39,0 days 00:11:39,28.333333333333332,0.8971428571428571,7.553648068669528,5.150214592274678,7.553756824142542,8.419792638375444
20,52,2019-10-09,Running,False,Longview Running,5.0,556,0:58:21,163,182,163,182,11:40,9:35,253,243,0.84,0,0,0,0,0,0,0,0,0,0,2:10:21,0:00,0,0:00,No,00:02.55,6,0,10,garmin,0,0 days 00:11:40,0 days 00:11:40,50.6,0.9314285714285714,7.542857142857143,5.142857142857143,7.54320350395247,8.098531369274125
21,53,2019-10-11,Running,False,Longview Running,12.0,"1,225",2:17:55,158,178,167,176,11:29,9:25,1161,"1,093",0.84,0,0,0,0,0,0,0,0,0,0,2:17:55,0:00,0,0:00,No,00:02.18,13,0,10,garmin,0,0 days 00:11:29,0 days 00:11:29,96.75,0.9028571428571428,7.663280116110305,5.2249637155297535,7.6645665348464185,8.489235086064072
22,55,2019-10-14,Running,False,Treadmill Run,5.0,595,0:56:25,0,0,0,0,11:17,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2:8:25:00.000,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:11:17,0 days 00:11:17,0.0,0.0,7.799113737075332,5.317577548005908,7.799113737075332,inf
23,57,2019-10-16,Running,False,Longview Running,2.0,199,0:21:45,142,174,166,176,10:52,7:19,75,66,0.89,0,0,0,0,0,0,0,0,0,0,21:45,0:00,0,0:00,No,00:00.97,3,0,10,garmin,0,0 days 00:10:52,0 days 00:10:52,37.5,0.8114285714285714,8.098159509202453,5.521472392638037,8.098363751433066,9.980377862681596
24,58,2019-10-17,Running,False,Longview Running,7.1,778,1:23:02,159,175,158,175,11:42,10:12,623,623,0.87,0,0,0,0,0,0,0,0,0,0,1:23:02,0:00,0,0:00,No,01:27.02,8,0,10,garmin,0,0 days 00:11:42,0 days 00:11:42,87.74647887323944,0.9085714285714286,7.521367521367521,5.128205128205129,7.522406073693766,8.279377754065466
25,59,2019-10-21,Running,False,Longview Running,4.0,432,0:45:59,153,176,164,172,11:29,10:20,115,187,0.85,0,0,0,0,0,0,0,0,0,0,1:21:59,0:00,0,0:00,No,00:01.32,5,0,10,garmin,0,0 days 00:11:29,0 days 00:11:29,28.75,0.8742857142857143,7.663280116110305,5.2249637155297535,7.66339371898962,8.76531961322342
26,60,2019-10-22,Running,False,Longview Running,3.0,331,0:34:31,155,182,167,184,11:30,9:25,95,82,0.84,0,0,0,0,0,0,0,0,0,0,1:10:31:00.000,0:00,0,0:00,No,00:03.86,4,0,10,garmin,0,0 days 00:11:30,0 days 00:11:30,31.666666666666668,0.8857142857142857,7.652173913043478,5.217391304347826,7.652311535018737,8.63970657179535
27,61,2019-10-23,Running,False,Longview Running,1.0,102,0:12:21,126,136,163,176,12:18,10:29,36,39,0.8,0,0,0,0,0,0,0,0,0,0,12:21,0:00,0,0:00,No,00:04.07,2,0,10,garmin,0,0 days 00:12:18,0 days 00:12:18,36.0,0.72,7.154471544715446,4.878048780487805,7.154637839900318,9.936996999861554
28,62,2019-10-27,Running,False,Cape Cod Half,13.1,"1,528",2:24:53,0,0,0,0,11:04,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2:24:53,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:11:04,0 days 00:11:04,0.0,0.0,7.951807228915662,5.421686746987952,7.951807228915662,inf
